Número,Processo,NI Beneficiário,Origem,Situação,Valor,Tipo_NI_Ben,Tipo_NI_Int,NIs_iguais,Ano,Tempo_decorrido,Número
355,33227,3762,Fazendário,CREDITADA,4377.46,PF,PF,S,2020,0,
356,22678,1212,Fazendário,CREDITADA,2453.31,PF,PF,S,2020,0,
357,7422,1212,Fazendário,CREDITADA,7981.25,PF,PF,S,2020,0,
358,33350,176,Fazendário,CREDITADA,5931.79,PF,PF,S,2020,0,
359,22868,176,Fazendário,CREDITADA,5324.71,PF,PF,S,2020,0,
360,30328,176,Fazendário,CREDITADA,4794.38,PF,PF,S,2020,0,
361,43695,325,Fazendário,CREDITADA,28535.64,PF,PF,S,2020,0,
362,29755,1363,Fazendário,CREDITADA,378.22,PF,PF,S,2020,0,
363,24361,1363,Fazendário,CREDITADA,377.27,PF,PF,S,2020,0,
364,29490,1363,Fazendário,CREDITADA,377.97,PF,PF,S,2020,0,
365,23522,1363,Fazendário,CREDITADA,377.79,PF,PF,S,2020,0,
366,30829,1363,Fazendário,CREDITADA,366.47,PF,PF,S,2020,0,
367,43689,1363,Fazendário,CREDITADA,378.11,PF,PF,S,2020,0,
368,34045,1433,Fazendário,CREDITADA,7057.16,PF,PF,N,2013,7,
369,37929,2579,Fazendário,CREDITADA,99.85,PF,PF,S,2016,4,
370,2687,2579,Fazendário,CREDITADA,114.73,PF,PF,S,2016,4,
371,45924,2579,Fazendário,CREDITADA,91.56,PF,PF,S,2016,4,
372,20451,2579,Fazendário,CREDITADA,113.14,PF,PF,S,2016,4,
373,19531,2579,Fazendário,CREDITADA,106.25,PF,PF,S,2016,4,
374,3501,2579,Fazendário,CREDITADA,114.33,PF,PF,S,2016,4,
375,4541,2579,Fazendário,CREDITADA,97.46,PF,PF,S,2016,4,
376,27350,2579,Fazendário,CREDITADA,112.76,PF,PF,S,2016,4,
377,19631,2579,Fazendário,CREDITADA,110.71,PF,PF,S,2016,4,
378,10275,2579,Fazendário,CREDITADA,96.75,PF,PF,S,2016,4,
379,28390,2579,Fazendário,CREDITADA,112.42,PF,PF,S,2016,4,
380,9614,2579,Fazendário,CREDITADA,97.13,PF,PF,S,2016,4,
381,9055,2579,Fazendário,CREDITADA,92.05,PF,PF,S,2016,4,
382,16847,2579,Fazendário,CREDITADA,98.14,PF,PF,S,2016,4,
383,39752,2579,Fazendário,CREDITADA,111.17,PF,PF,S,2016,4,
384,15510,2579,Fazendário,CREDITADA,98.47,PF,PF,S,2016,4,
385,7850,2579,Fazendário,CREDITADA,93.35,PF,PF,S,2016,4,
386,11552,2579,Fazendário,CREDITADA,99.5,PF,PF,S,2016,4,
387,20700,2579,Fazendário,CREDITADA,111.98,PF,PF,S,2016,4,
388,44876,2579,Fazendário,CREDITADA,100.17,PF,PF,S,2016,4,
389,2257,2579,Fazendário,CREDITADA,96.36,PF,PF,S,2016,4,
390,26668,2579,Fazendário,CREDITADA,98.83,PF,PF,S,2016,4,
391,33268,2579,Fazendário,CREDITADA,105.2,PF,PF,S,2016,4,
392,30674,2579,Fazendário,CREDITADA,115.1,PF,PF,S,2016,4,
393,30759,2579,Fazendário,CREDITADA,113.56,PF,PF,S,2016,4,
394,16953,2579,Fazendário,CREDITADA,105.77,PF,PF,S,2016,4,
395,9432,2579,Fazendário,CREDITADA,97.84,PF,PF,S,2016,4,
396,14085,2579,Fazendário,CREDITADA,107.75,PF,PF,S,2016,4,
397,5571,2579,Fazendário,CREDITADA,95.06,PF,PF,S,2016,4,
398,40973,2579,Fazendário,CREDITADA,108.29,PF,PF,S,2016,4,
399,7432,2579,Fazendário,CREDITADA,109.22,PF,PF,S,2016,4,
400,47879,2579,Fazendário,CREDITADA,110.22,PF,PF,S,2016,4,
401,29009,2579,Fazendário,CREDITADA,95.93,PF,PF,S,2016,4,
402,29887,2579,Fazendário,CREDITADA,94.25,PF,PF,S,2016,4,
403,6691,1363,Fazendário,CREDITADA,378.43,PF,PF,S,2020,0,
404,30469,1363,Fazendário,CREDITADA,367.63,PF,PF,S,2020,0,
405,5633,1363,Fazendário,CREDITADA,378.25,PF,PF,S,2020,0,
406,28245,1363,Fazendário,CREDITADA,378.23,PF,PF,S,2020,0,
407,12551,1363,Fazendário,CREDITADA,378.63,PF,PF,S,2020,0,
408,37602,506,Fazendário,CREDITADA,3893.15,PF,PF,S,2020,0,
409,214,168,Fazendário,CREDITADA,6700.72,PF,PF,S,2020,0,
410,28960,3288,Fazendário,CREDITADA,11833.04,PF,PF,S,2020,0,
411,4771,1067,Fazendário,CREDITADA,2685.01,PF,PF,S,2020,0,
412,5086,1067,Fazendário,CREDITADA,2209.44,PF,PF,S,2020,0,
413,38245,3288,Fazendário,CREDITADA,11326.81,PF,PF,S,2020,0,
414,12253,3288,Fazendário,CREDITADA,13569.43,PF,PF,S,2020,0,
415,37079,1067,Fazendário,CREDITADA,1771.9,PF,PF,S,2020,0,
416,17468,3288,Fazendário,CREDITADA,13047.11,PF,PF,S,2020,0,
417,12568,3209,Fazendário,CREDITADA,531.07,PF,PF,S,2020,0,
418,32053,3209,Fazendário,CREDITADA,784.22,PF,PF,S,2020,0,
419,31768,3209,Fazendário,CREDITADA,1161.5,PF,PF,S,2020,0,
420,24417,3209,Fazendário,CREDITADA,1155.86,PF,PF,S,2020,0,
421,4537,571,Fazendário,CREDITADA,27062.07,PF,PF,S,2020,0,
422,26436,2598,Fazendário,CREDITADA,3045.26,PF,PF,S,2020,0,
423,39179,2598,Fazendário,CREDITADA,3658.0,PF,PF,S,2020,0,
424,40663,2598,Fazendário,CREDITADA,1290.7,PF,PF,S,2020,0,
425,1231,3842,Fazendário,CREDITADA,230.62,PF,PF,S,2020,0,
426,9573,1694,Fazendário,CREDITADA,2858.92,PF,PF,S,2020,0,
427,8349,1694,Fazendário,CREDITADA,2775.84,PF,PF,S,2020,0,
428,24646,1694,Fazendário,CREDITADA,2721.43,PF,PF,S,2020,0,
429,31671,1694,Fazendário,CREDITADA,2794.25,PF,PF,S,2020,0,
430,17906,230,Fazendário,CREDITADA,8826.82,PF,PF,S,2020,0,
431,24213,2530,Fazendário,CREDITADA,6770.83,PF,PF,S,2020,0,
432,16651,2530,Fazendário,CREDITADA,4709.78,PF,PF,S,2020,0,
433,44550,34,Fazendário,CREDITADA,850.18,PF,PF,S,2020,0,
434,37114,2579,Fazendário,CREDITADA,109.71,PF,PF,S,2016,4,
435,13617,2579,Fazendário,CREDITADA,93.78,PF,PF,S,2016,4,
436,35734,2579,Fazendário,CREDITADA,95.48,PF,PF,S,2016,4,
437,13296,2579,Fazendário,CREDITADA,106.76,PF,PF,S,2016,4,
438,34331,2579,Fazendário,CREDITADA,92.93,PF,PF,S,2016,4,
439,21732,2579,Fazendário,CREDITADA,111.6,PF,PF,S,2016,4,
440,2351,2579,Fazendário,CREDITADA,92.47,PF,PF,S,2016,4,
441,4491,2579,Fazendário,CREDITADA,108.75,PF,PF,S,2016,4,
442,5503,2579,Fazendário,CREDITADA,94.65,PF,PF,S,2016,4,
443,43741,2579,Fazendário,CREDITADA,107.26,PF,PF,S,2016,4,
444,22153,2690,Fazendário,CREDITADA,41129.66,PF,PF,S,2019,1,
445,26157,679,Fazendário,CREDITADA,267.96,PF,PF,S,2016,4,
446,37042,769,Fazendário,CREDITADA,794.45,PF,PF,N,2017,3,
447,37042,3526,Fazendário,CREDITADA,794.9,PF,PF,N,2017,3,
448,37042,1573,Fazendário,CREDITADA,794.9,PF,PF,N,2017,3,
449,37042,3393,Fazendário,CREDITADA,2384.31,PF,PF,N,2017,3,
450,31240,3729,Fazendário,CREDITADA,16187.39,PF,PF,N,2020,0,
451,31240,3029,Fazendário,CREDITADA,8093.69,PF,PF,N,2020,0,
452,31240,1375,Fazendário,CREDITADA,8093.69,PF,PF,N,2020,0,
453,19071,852,Fazendário,CREDITADA,43.8,PF,PF,S,2013,7,
454,21385,2799,Fazendário,CREDITADA,92.05,PF,PF,S,2016,4,
455,40355,2799,Fazendário,CREDITADA,98.83,PF,PF,S,2016,4,
456,28876,2799,Fazendário,CREDITADA,98.47,PF,PF,S,2016,4,
457,47450,2799,Fazendário,CREDITADA,97.46,PF,PF,S,2016,4,
458,31792,2799,Fazendário,CREDITADA,97.13,PF,PF,S,2016,4,
459,11002,2799,Fazendário,CREDITADA,96.75,PF,PF,S,2016,4,
460,43504,2799,Fazendário,CREDITADA,96.36,PF,PF,S,2016,4,
461,18762,2799,Fazendário,CREDITADA,95.48,PF,PF,S,2016,4,
462,4138,2799,Fazendário,CREDITADA,93.78,PF,PF,S,2016,4,
463,29840,2799,Fazendário,CREDITADA,94.25,PF,PF,S,2016,4,
464,30130,2799,Fazendário,CREDITADA,97.13,PF,PF,S,2016,4,
465,10654,2799,Fazendário,CREDITADA,94.65,PF,PF,S,2016,4,
466,38140,2799,Fazendário,CREDITADA,90.06,PF,PF,S,2016,4,
467,31324,2799,Fazendário,CREDITADA,92.47,PF,PF,S,2016,4,
468,30669,2799,Fazendário,CREDITADA,90.59,PF,PF,S,2016,4,
469,20186,2799,Fazendário,CREDITADA,92.93,PF,PF,S,2016,4,
470,26241,2799,Fazendário,CREDITADA,89.15,PF,PF,S,2016,4,
471,48248,1634,Fazendário,CREDITADA,2518.2,PF,PF,S,2020,0,
472,28521,1634,Fazendário,CREDITADA,743.05,PF,PF,S,2020,0,
473,3335,1634,Fazendário,CREDITADA,3983.44,PF,PF,S,2020,0,
474,35971,1499,Fazendário,CREDITADA,3457.36,PF,PF,S,2020,0,
475,23054,2026,Fazendário,CREDITADA,15033.49,PF,PF,S,2020,0,
476,28927,2191,Fazendário,CREDITADA,1997.13,PF,PF,S,2020,0,
477,6393,1705,Fazendário,CREDITADA,2973.33,PF,PF,S,2020,0,
478,9339,1705,Fazendário,CREDITADA,2319.47,PF,PF,S,2020,0,
479,9939,1705,Fazendário,CREDITADA,3481.12,PF,PF,S,2020,0,
480,40336,1705,Fazendário,CREDITADA,2723.59,PF,PF,S,2020,0,
481,21478,1577,Fazendário,CREDITADA,6060.32,PF,PF,S,2020,0,
482,2155,3403,Fazendário,CREDITADA,8827.88,PF,PF,S,2020,0,
483,38489,2340,Fazendário,CREDITADA,173.37,PF,PF,S,2020,0,
484,32977,1393,Fazendário,CREDITADA,7524.2,PF,PF,S,2020,0,
485,40879,3538,Fazendário,CREDITADA,18732.79,PF,PF,S,2020,0,
486,39436,3538,Fazendário,CREDITADA,1851.42,PF,PF,S,2020,0,
487,36962,3538,Fazendário,CREDITADA,18436.76,PF,PF,S,2020,0,
488,32398,998,Fazendário,CREDITADA,5450.32,PF,PF,S,2020,0,
489,8781,1959,Fazendário,CREDITADA,2229.65,PF,PF,S,2020,0,
490,45591,1298,Fazendário,CREDITADA,18020.53,PF,PF,S,2020,0,
491,586,1298,Fazendário,CREDITADA,3681.26,PF,PF,S,2020,0,
492,38005,3280,Fazendário,CREDITADA,4797.67,PF,PF,S,2020,0,
493,20528,335,Fazendário,CREDITADA,526.11,PF,PF,S,2020,0,
494,34156,2584,Fazendário,CREDITADA,1648.47,PF,PF,S,2020,0,
495,45915,2584,Fazendário,CREDITADA,9648.19,PF,PF,S,2020,0,
496,19684,2584,Fazendário,CREDITADA,10848.43,PF,PF,S,2020,0,
497,16602,2584,Fazendário,CREDITADA,9435.76,PF,PF,S,2020,0,
498,38158,2799,Fazendário,CREDITADA,95.06,PF,PF,S,2016,4,
499,46636,2799,Fazendário,CREDITADA,91.56,PF,PF,S,2016,4,
500,6539,2799,Fazendário,CREDITADA,98.14,PF,PF,S,2016,4,
501,14405,2799,Fazendário,CREDITADA,95.93,PF,PF,S,2016,4,
502,38385,2609,Fazendário,CREDITADA,1560.18,PF,PF,S,2018,2,
503,37359,2799,Fazendário,CREDITADA,97.13,PF,PF,S,2016,4,
504,42007,2799,Fazendário,CREDITADA,98.83,PF,PF,S,2016,4,
505,30535,2799,Fazendário,CREDITADA,91.56,PF,PF,S,2016,4,
506,35451,2799,Fazendário,CREDITADA,96.36,PF,PF,S,2016,4,
507,34830,2799,Fazendário,CREDITADA,93.35,PF,PF,S,2016,4,
508,11395,2799,Fazendário,CREDITADA,92.47,PF,PF,S,2016,4,
509,41870,2799,Fazendário,CREDITADA,99.05,PF,PF,S,2016,4,
510,20698,2799,Fazendário,CREDITADA,90.59,PF,PF,S,2016,4,
511,13036,2799,Fazendário,CREDITADA,98.41,PF,PF,S,2016,4,
512,2644,2799,Fazendário,CREDITADA,92.93,PF,PF,S,2016,4,
513,35121,2799,Fazendário,CREDITADA,93.78,PF,PF,S,2016,4,
514,4458,2799,Fazendário,CREDITADA,95.93,PF,PF,S,2016,4,
515,29875,2799,Fazendário,CREDITADA,89.15,PF,PF,S,2016,4,
516,17577,2799,Fazendário,CREDITADA,95.48,PF,PF,S,2016,4,
517,47585,2799,Fazendário,CREDITADA,101.33,PF,PF,S,2016,4,
518,18783,2799,Fazendário,CREDITADA,90.06,PF,PF,S,2016,4,
519,36054,2799,Fazendário,CREDITADA,91.08,PF,PF,S,2016,4,
520,15962,2799,Fazendário,CREDITADA,94.25,PF,PF,S,2016,4,
521,31730,2799,Fazendário,CREDITADA,100.33,PF,PF,S,2016,4,
522,44087,2799,Fazendário,CREDITADA,92.05,PF,PF,S,2016,4,
523,26743,2799,Fazendário,CREDITADA,97.77,PF,PF,S,2016,4,
524,42107,2799,Fazendário,CREDITADA,94.65,PF,PF,S,2016,4,
525,37660,3399,Fazendário,CREDITADA,3673.57,PF,PF,N,2019,1,
526,8030,3444,Fazendário,CREDITADA,3039.69,PF,PF,N,2013,7,
527,16412,1913,Fazendário,CREDITADA,3128.07,PF,PF,N,2013,7,
528,19217,1340,Fazendário,CREDITADA,293.08,PF,PF,N,2013,7,
529,41754,781,Fazendário,CREDITADA,2906.25,PF,PF,S,2020,0,
530,24836,781,Fazendário,CREDITADA,4508.18,PF,PF,S,2020,0,
531,19494,781,Fazendário,CREDITADA,2220.33,PF,PF,S,2020,0,
532,11079,1279,Fazendário,CREDITADA,438.57,PF,PF,S,2020,0,
533,48213,1279,Fazendário,CREDITADA,949.48,PF,PF,S,2020,0,
534,26852,335,Fazendário,CREDITADA,669.95,PF,PF,S,2020,0,
535,46270,335,Fazendário,CREDITADA,525.84,PF,PF,S,2020,0,
536,10101,3492,Fazendário,CREDITADA,16311.38,PF,PF,S,2020,0,
537,12039,3327,Fazendário,CREDITADA,14053.97,PF,PF,S,2020,0,
538,45587,1331,Fazendário,CREDITADA,5591.87,PF,PF,S,2020,0,
539,16627,2064,Fazendário,CREDITADA,1823.39,PF,PF,N,2020,0,
540,16627,2664,Fazendário,CREDITADA,1822.85,PF,PF,N,2020,0,
541,16627,3612,Fazendário,CREDITADA,607.62,PF,PF,N,2020,0,
542,16627,3839,Fazendário,CREDITADA,607.62,PF,PF,N,2020,0,
543,17719,2296,Fazendário,CREDITADA,23292.53,PF,PF,N,2020,0,
544,17719,3688,Fazendário,CREDITADA,11646.24,PF,PF,N,2020,0,
545,17719,2464,Fazendário,CREDITADA,11646.24,PF,PF,N,2020,0,
546,44493,2296,Fazendário,CREDITADA,23390.34,PF,PF,N,2020,0,
547,44493,3688,Fazendário,CREDITADA,11695.19,PF,PF,N,2020,0,
548,44493,2464,Fazendário,CREDITADA,11695.19,PF,PF,N,2020,0,
549,8531,2296,Fazendário,CREDITADA,17453.13,PF,PF,N,2020,0,
550,8531,3688,Fazendário,CREDITADA,8726.55,PF,PF,N,2020,0,
551,8531,2464,Fazendário,CREDITADA,8726.55,PF,PF,N,2020,0,
552,14275,1464,Fazendário,CREDITADA,4353.83,PF,PF,N,2020,0,
553,262,2738,Fazendário,CREDITADA,72540.95,PF,PF,N,2020,0,
554,22869,2738,Fazendário,CREDITADA,62149.43,PF,PF,N,2020,0,
555,35646,2738,Fazendário,CREDITADA,63841.3,PF,PF,N,2020,0,
556,25172,2738,Fazendário,CREDITADA,69568.66,PF,PF,N,2020,0,
557,25924,2738,Fazendário,CREDITADA,82722.69,PF,PF,N,2020,0,
558,857,2738,Fazendário,CREDITADA,61310.34,PF,PF,N,2020,0,
559,45314,2738,Fazendário,CREDITADA,44388.84,PF,PF,N,2020,0,
560,25916,2738,Fazendário,CREDITADA,61803.65,PF,PF,N,2020,0,
561,21845,1318,Fazendário,CREDITADA,4943.65,PF,PF,S,2020,0,
562,23997,2541,Fazendário,CREDITADA,4402.26,PF,PF,S,2014,6,
563,8213,2346,Fazendário,CREDITADA,43212.51,PF,PF,S,2020,0,
564,40330,390,Fazendário,CREDITADA,13896.55,PF,PF,S,2019,1,
565,45510,2886,Fazendário,CREDITADA,2279.81,PF,PF,S,2015,5,
566,27162,2886,Fazendário,CREDITADA,2145.17,PF,PF,S,2015,5,
567,13881,2204,Fazendário,CREDITADA,2666.52,PF,PF,S,2015,5,
568,18760,3608,Fazendário,CREDITADA,6977.54,PF,PF,S,2020,0,
569,31384,1464,Fazendário,CREDITADA,1888.38,PF,PF,N,2019,1,
570,14055,1464,Fazendário,CREDITADA,1432.4,PF,PF,N,2020,0,
571,594,3075,Fazendário,CREDITADA,6406.95,PF,PF,N,2015,5,
572,19284,3345,Fazendário,CREDITADA,5.85,PF,PF,S,2015,5,
573,47913,3459,Fazendário,CREDITADA,3555.66,PF,PF,S,2017,3,
574,7731,2819,Fazendário,CREDITADA,1402.08,PF,PF,N,2019,1,
575,7731,2751,Fazendário,CREDITADA,1402.5,PF,PF,N,2019,1,
576,7731,3536,Fazendário,CREDITADA,1402.08,PF,PF,N,2019,1,
577,43253,2240,Fazendário,CREDITADA,95.06,PF,PF,S,2016,4,
578,39407,2240,Fazendário,CREDITADA,90.59,PF,PF,S,2016,4,
579,47326,2240,Fazendário,CREDITADA,88.26,PF,PF,S,2016,4,
580,18274,2240,Fazendário,CREDITADA,93.78,PF,PF,S,2016,4,
581,23907,2240,Fazendário,CREDITADA,87.82,PF,PF,S,2016,4,
582,33722,2240,Fazendário,CREDITADA,93.35,PF,PF,S,2016,4,
583,14117,2240,Fazendário,CREDITADA,95.06,PF,PF,S,2016,4,
584,26397,2240,Fazendário,CREDITADA,59.49,PF,PF,S,2016,4,
585,34874,1073,Fazendário,CREDITADA,1889.86,PF,PF,N,2019,1,
586,34874,3439,Fazendário,CREDITADA,1889.86,PF,PF,N,2019,1,
587,37956,2738,Fazendário,CREDITADA,69725.88,PF,PF,N,2020,0,
588,38558,2738,Fazendário,CREDITADA,67564.73,PF,PF,N,2020,0,
589,15946,2738,Fazendário,CREDITADA,74852.01,PF,PF,N,2020,0,
590,23791,2148,Fazendário,CREDITADA,215.26,PF,PF,S,2015,5,
591,47741,2951,Fazendário,CREDITADA,494.48,PF,PF,S,2014,6,
592,24533,531,Fazendário,CREDITADA,694.47,PF,PF,S,2009,11,
593,39809,2023,Fazendário,CREDITADA,17.2,PF,PF,S,2015,5,
594,47256,661,Fazendário,CREDITADA,582.9,PF,PF,S,2020,0,
595,27341,882,Fazendário,CREDITADA,3453.51,PF,PF,S,2009,11,
596,18143,1017,Fazendário,CREDITADA,41630.15,PF,PF,S,2005,15,
597,7983,3825,Fazendário,CREDITADA,49.43,PF,PF,S,2006,14,
598,13451,3006,Fazendário,CREDITADA,26.91,PF,PF,S,2015,5,
599,8145,723,Fazendário,CREDITADA,33.76,PF,PF,S,2020,0,
600,31034,2068,Fazendário,CREDITADA,5994.56,PF,PF,S,2018,2,
601,36312,1109,Fazendário,CREDITADA,1918.81,PF,PF,N,2009,11,
602,20654,3102,Fazendário,CREDITADA,3848.24,PF,PF,S,2016,4,
603,12986,2903,Fazendário,CREDITADA,50.06,PF,PF,S,2019,1,
604,23533,2637,Fazendário,CREDITADA,101128.24,PF,PF,S,2015,5,
605,17820,2185,Fazendário,CREDITADA,3676.11,PF,PF,S,2009,11,
606,14310,872,Fazendário,CREDITADA,940.53,PF,PF,S,2008,12,
607,11062,2815,Fazendário,CREDITADA,16261.02,PF,PF,S,2008,12,
608,16331,1218,Fazendário,CREDITADA,385.48,PF,PF,S,2008,12,
609,22966,1767,Fazendário,CREDITADA,336.34,PF,PF,S,2019,1,
610,6553,1197,Fazendário,CREDITADA,21254.93,PF,PF,S,2014,6,
611,33058,57,Fazendário,CREDITADA,415.03,PF,PF,S,2009,11,
612,37021,57,Fazendário,CREDITADA,155.24,PF,PF,S,2009,11,
613,14450,3670,Fazendário,CREDITADA,2889.3,PF,PF,S,2016,4,
614,19236,1956,Fazendário,CREDITADA,648.43,PF,PF,S,2015,5,
615,45346,899,Fazendário,CREDITADA,4255.98,PF,PF,S,2019,1,
616,2769,3002,Fazendário,CREDITADA,675.56,PF,PF,S,2016,4,
617,376,2244,Fazendário,CREDITADA,24095.87,PF,PF,S,2019,1,
618,28178,2052,Fazendário,CREDITADA,394.15,PF,PF,S,2016,4,
619,4157,2052,Fazendário,CREDITADA,76.01,PF,PF,S,2016,4,
620,31495,2052,Fazendário,CREDITADA,75.77,PF,PF,S,2016,4,
621,28486,2052,Fazendário,CREDITADA,76.29,PF,PF,S,2016,4,
622,18590,2052,Fazendário,CREDITADA,82.36,PF,PF,S,2016,4,
623,43274,2052,Fazendário,CREDITADA,76.94,PF,PF,S,2016,4,
624,47318,2052,Fazendário,CREDITADA,77.29,PF,PF,S,2016,4,
625,39617,2052,Fazendário,CREDITADA,993.71,PF,PF,S,2016,4,
626,29716,2052,Fazendário,CREDITADA,77.59,PF,PF,S,2016,4,
627,15526,2052,Fazendário,CREDITADA,76.35,PF,PF,S,2016,4,
628,15073,2052,Fazendário,CREDITADA,78.09,PF,PF,S,2016,4,
629,26553,2052,Fazendário,CREDITADA,76.62,PF,PF,S,2016,4,
630,31582,2052,Fazendário,CREDITADA,76.98,PF,PF,S,2016,4,
631,46290,2052,Fazendário,CREDITADA,82.71,PF,PF,S,2016,4,
632,12878,2052,Fazendário,CREDITADA,108.74,PF,PF,S,2016,4,
633,7325,2052,Fazendário,CREDITADA,108.76,PF,PF,S,2016,4,
634,12252,2052,Fazendário,CREDITADA,83.7,PF,PF,S,2016,4,
635,6018,2052,Fazendário,CREDITADA,83.28,PF,PF,S,2016,4,
636,17301,567,Fazendário,CREDITADA,15018.48,PF,PF,S,2019,1,
637,19667,2437,Fazendário,CREDITADA,842.44,PF,PF,N,2020,0,
638,19667,1297,Fazendário,CREDITADA,842.44,PF,PF,N,2020,0,
639,19667,2084,Fazendário,CREDITADA,842.44,PF,PF,N,2020,0,
640,19667,242,Fazendário,CREDITADA,842.44,PF,PF,N,2020,0,
641,19667,2715,Fazendário,CREDITADA,842.44,PF,PF,N,2020,0,
642,19459,2898,Fazendário,CREDITADA,11692.02,PF,PF,S,2020,0,
643,27107,856,Fazendário,CREDITADA,8325.36,PF,PF,S,2016,4,
644,9142,3323,Fazendário,CREDITADA,243.07,PF,PF,S,2020,0,
645,6671,2541,Fazendário,CREDITADA,23251.36,PF,PF,S,2018,2,
646,12952,2541,Fazendário,CREDITADA,24152.5,PF,PF,S,2018,2,
647,21174,570,Fazendário,CREDITADA,1317.9,PF,PF,S,2020,0,
648,993,2685,Fazendário,CREDITADA,1184.7,PF,PF,S,2020,0,
649,21854,62,Fazendário,CREDITADA,12670.38,PF,PF,S,2020,0,
650,1980,1033,Fazendário,CREDITADA,3659.12,PF,PF,N,2016,4,
651,22956,3423,Fazendário,CREDITADA,698.71,PF,PF,S,2013,7,
652,11276,493,Fazendário,CREDITADA,19655.49,PF,PF,S,2010,10,
653,40315,3477,Fazendário,CREDITADA,763.67,PF,PF,S,2020,0,
654,43440,1957,Fazendário,CREDITADA,3421.9,PF,PF,S,2019,1,
655,23108,2426,Fazendário,CREDITADA,216.35,PF,PF,S,2009,11,
656,46104,2426,Fazendário,CREDITADA,140.64,PF,PF,S,2009,11,
657,16916,2426,Fazendário,CREDITADA,274.0,PF,PF,S,2009,11,
658,33784,802,Fazendário,CREDITADA,8517.07,PF,PF,S,2009,11,
659,11015,2080,Fazendário,CREDITADA,571.94,PF,PF,S,2020,0,
660,25911,1465,Fazendário,CREDITADA,1867.23,PF,PF,S,2009,11,
661,29346,490,Fazendário,CREDITADA,25650.28,PF,PF,S,2020,0,
662,5864,3365,Fazendário,CREDITADA,1117.47,PF,PF,S,2020,0,
663,6765,547,Fazendário,CREDITADA,6666.28,PF,PF,S,2020,0,
664,1683,1996,Fazendário,CREDITADA,15366.01,PF,PF,S,2020,0,
665,17688,2499,Fazendário,CREDITADA,60.39,PF,PF,S,2020,0,
666,9213,2903,Fazendário,CREDITADA,1775.12,PF,PF,S,2019,1,
667,9126,2862,Fazendário,CREDITADA,2703.39,PF,PF,S,2020,0,
668,44814,2915,Fazendário,CREDITADA,858.76,PF,PF,S,2020,0,
669,9530,1889,Fazendário,CREDITADA,5998.86,PF,PF,S,2020,0,
670,23026,2053,Fazendário,CREDITADA,2969.59,PF,PF,S,2014,6,
671,23803,272,Fazendário,CREDITADA,252.09,PF,PF,S,2020,0,
672,37730,78,Fazendário,CREDITADA,691.15,PF,PF,S,2016,4,
673,42455,1422,Fazendário,CREDITADA,1980.21,PF,PF,N,2010,10,
674,31066,1750,Fazendário,CREDITADA,96.36,PF,PF,S,2020,0,
675,11616,1750,Fazendário,CREDITADA,96.36,PF,PF,S,2020,0,
676,4834,3558,Fazendário,CREDITADA,126.17,PF,PF,S,2011,9,
677,14895,198,Fazendário,CREDITADA,16764.54,PF,PF,S,2020,0,
678,13814,1034,Fazendário,CREDITADA,1211.87,PF,PF,S,2019,1,
679,27752,1466,Fazendário,CREDITADA,53.68,PF,PF,S,2015,5,
680,23693,2132,Fazendário,CREDITADA,308.49,PF,PF,S,2012,8,
681,32726,3535,Fazendário,CREDITADA,1419.74,PF,PF,S,2014,6,
682,1980,2890,Fazendário,CREDITADA,3659.12,PF,PF,N,2016,4,
683,8643,3453,Fazendário,CREDITADA,5167.48,PF,PF,N,2020,0,
684,16754,251,Fazendário,CREDITADA,1173.8,PF,PF,S,2017,3,
685,12034,251,Fazendário,CREDITADA,1082.72,PF,PF,S,2017,3,
686,35522,251,Fazendário,CREDITADA,1350.08,PF,PF,S,2017,3,
687,18197,251,Fazendário,CREDITADA,1347.95,PF,PF,S,2017,3,
688,13624,251,Fazendário,CREDITADA,1177.7,PF,PF,S,2017,3,
689,47245,251,Fazendário,CREDITADA,1179.92,PF,PF,S,2017,3,
690,42142,251,Fazendário,CREDITADA,1352.93,PF,PF,S,2017,3,
691,47800,1562,Fazendário,CREDITADA,2913.02,PF,PF,S,2017,3,
692,38144,3036,Fazendário,CREDITADA,2452.89,PF,PF,S,2017,3,
693,17121,962,Fazendário,CREDITADA,5296.1,PF,PF,S,2020,0,
694,48019,460,Fazendário,CREDITADA,20555.5,PF,PF,S,2019,1,
695,27058,653,Fazendário,CREDITADA,409.47,PF,PF,S,2020,0,
696,41811,101,Fazendário,CREDITADA,106.22,PF,PF,S,2017,3,
697,31120,2861,Fazendário,CREDITADA,4288.92,PF,PF,S,2020,0,
698,28471,2699,Fazendário,CREDITADA,3940.11,PF,PF,S,2017,3,
699,21995,229,Fazendário,CREDITADA,9310.01,PF,PF,S,2019,1,
700,10550,3559,Fazendário,CREDITADA,548.19,PF,PF,S,2017,3,
701,19426,2552,Fazendário,CREDITADA,4597.28,PF,PF,S,2020,0,
702,31879,390,Fazendário,CREDITADA,2909.14,PF,PF,S,2019,1,
703,20450,1687,Fazendário,CREDITADA,10875.28,PF,PF,N,2017,3,
704,16436,1753,Fazendário,CREDITADA,197.83,PF,PF,S,2017,3,
705,32927,134,Fazendário,CREDITADA,23136.51,PF,PF,S,2019,1,
706,10472,2227,Fazendário,CREDITADA,303.82,PF,PF,S,2017,3,
707,12093,229,Fazendário,CREDITADA,6948.71,PF,PF,S,2019,1,
708,38464,2619,Fazendário,CREDITADA,344.98,PF,PF,S,2018,2,
