Número,Processo,NI Beneficiário,Origem,Situação,Valor,Tipo_NI_Ben,Tipo_NI_Int,NIs_iguais,Ano,Tempo_decorrido,Número
5657,2135,2712,Previdenciário,CREDITADA,670.61,PF,PF,S,2020,0,
5658,18544,2712,Previdenciário,CREDITADA,627.71,PF,PF,S,2020,0,
5659,42289,2712,Previdenciário,CREDITADA,643.92,PF,PF,S,2020,0,
5660,21771,2712,Previdenciário,CREDITADA,2072.11,PF,PF,S,2020,0,
5661,10069,2712,Previdenciário,CREDITADA,463.14,PF,PF,S,2020,0,
5662,4931,2712,Previdenciário,CREDITADA,406.08,PF,PF,S,2020,0,
5663,31327,2712,Previdenciário,CREDITADA,460.64,PF,PF,S,2020,0,
5664,6498,2712,Previdenciário,CREDITADA,519.02,PF,PF,S,2020,0,
5665,25322,2712,Previdenciário,CREDITADA,21.93,PF,PF,S,2020,0,
5666,42208,2712,Previdenciário,CREDITADA,1197.05,PF,PF,S,2020,0,
5667,19753,2712,Previdenciário,CREDITADA,515.5,PF,PF,S,2020,0,
5668,19121,2712,Previdenciário,CREDITADA,2175.56,PF,PF,S,2020,0,
5669,41933,3368,Previdenciário,CREDITADA,204.69,PF,PF,S,2020,0,
5670,29458,2712,Previdenciário,CREDITADA,512.68,PF,PF,S,2020,0,
5671,36964,2712,Previdenciário,CREDITADA,2114.8,PF,PF,S,2020,0,
5672,18560,2712,Previdenciário,CREDITADA,509.87,PF,PF,S,2020,0,
5673,19571,2712,Previdenciário,CREDITADA,507.36,PF,PF,S,2020,0,
5674,20248,2712,Previdenciário,CREDITADA,504.98,PF,PF,S,2020,0,
5675,6282,1844,Previdenciário,CREDITADA,760.52,PF,PF,S,2020,0,
5676,24409,1844,Previdenciário,CREDITADA,766.57,PF,PF,S,2020,0,
5677,43509,1844,Previdenciário,CREDITADA,589.87,PF,PF,S,2020,0,
5678,5022,938,Previdenciário,CREDITADA,195.3,PF,PF,S,2019,1,
5679,9293,938,Previdenciário,CREDITADA,192.41,PF,PF,S,2019,1,
5680,3710,938,Previdenciário,CREDITADA,198.55,PF,PF,S,2019,1,
5681,29354,938,Previdenciário,CREDITADA,193.4,PF,PF,S,2019,1,
5682,2600,938,Previdenciário,CREDITADA,194.34,PF,PF,S,2019,1,
5683,27186,938,Previdenciário,CREDITADA,216.54,PF,PF,S,2019,1,
5684,5376,938,Previdenciário,CREDITADA,217.56,PF,PF,S,2019,1,
5685,41299,938,Previdenciário,CREDITADA,226.81,PF,PF,S,2019,1,
5686,2075,938,Previdenciário,CREDITADA,225.24,PF,PF,S,2019,1,
5687,36524,938,Previdenciário,CREDITADA,213.94,PF,PF,S,2019,1,
5688,29226,938,Previdenciário,CREDITADA,210.12,PF,PF,S,2019,1,
5689,17205,938,Previdenciário,CREDITADA,213.09,PF,PF,S,2019,1,
5690,3577,938,Previdenciário,CREDITADA,212.23,PF,PF,S,2019,1,
5691,9642,938,Previdenciário,CREDITADA,208.69,PF,PF,S,2019,1,
5692,11939,938,Previdenciário,CREDITADA,214.73,PF,PF,S,2019,1,
5693,33208,938,Previdenciário,CREDITADA,226.07,PF,PF,S,2019,1,
5694,18887,2948,Previdenciário,CREDITADA,247.51,PF,PF,S,2019,1,
5695,13917,14,Previdenciário,CREDITADA,227.64,PF,PF,S,2019,1,
5696,15722,1263,Previdenciário,CREDITADA,2571.16,PF,PF,S,2020,0,
5697,6360,777,Previdenciário,CREDITADA,439.64,PF,PF,S,2019,1,
5698,9734,777,Previdenciário,CREDITADA,439.4,PF,PF,S,2019,1,
5699,15305,777,Previdenciário,CREDITADA,203.57,PF,PF,S,2019,1,
5700,33030,777,Previdenciário,CREDITADA,389.6,PF,PF,S,2019,1,
5701,40761,777,Previdenciário,CREDITADA,430.06,PF,PF,S,2019,1,
5702,8292,72,Previdenciário,CREDITADA,2513.66,PF,PF,S,2020,0,
5703,31545,707,Previdenciário,CREDITADA,119.09,PF,PF,S,2018,2,
5704,48076,1863,Previdenciário,CREDITADA,697.3,PF,PF,S,2020,0,
5705,40910,2733,Previdenciário,CREDITADA,377.83,PF,PF,S,2018,2,
5706,8408,2733,Previdenciário,CREDITADA,382.88,PF,PF,S,2018,2,
5707,35230,1305,Previdenciário,CREDITADA,256.27,PF,PF,S,2019,1,
5708,34816,1305,Previdenciário,CREDITADA,338.63,PF,PF,S,2019,1,
5709,15056,1305,Previdenciário,CREDITADA,557.2,PF,PF,S,2019,1,
5710,32508,1305,Previdenciário,CREDITADA,598.71,PF,PF,S,2019,1,
5711,12566,237,Previdenciário,CREDITADA,1382.99,PF,PF,S,2018,2,
5712,32036,730,Previdenciário,CREDITADA,6020.91,PF,PF,S,2018,2,
5713,7204,1584,Previdenciário,CREDITADA,986.8,PF,PF,S,2018,2,
5714,5297,1166,Previdenciário,CREDITADA,886.2,PF,PF,S,2020,0,
5715,1042,2425,Previdenciário,CREDITADA,116.33,PF,PF,S,2020,0,
5716,8066,1128,Previdenciário,CREDITADA,211.83,PF,PF,S,2020,0,
5717,2956,2446,Previdenciário,CREDITADA,378.21,PF,PF,S,2019,1,
5718,6581,2446,Previdenciário,CREDITADA,696.61,PF,PF,S,2019,1,
5719,38595,2446,Previdenciário,CREDITADA,692.47,PF,PF,S,2019,1,
5720,11843,2446,Previdenciário,CREDITADA,881.75,PF,PF,S,2019,1,
5721,15242,3482,Previdenciário,CREDITADA,10738.18,PF,PF,S,2019,1,
5722,17479,665,Previdenciário,CREDITADA,279.56,PF,PF,S,2019,1,
5723,39247,2446,Previdenciário,CREDITADA,423.31,PF,PF,S,2019,1,
5724,36467,2446,Previdenciário,CREDITADA,406.59,PF,PF,S,2019,1,
5725,4969,2446,Previdenciário,CREDITADA,467.52,PF,PF,S,2019,1,
5726,9912,2446,Previdenciário,CREDITADA,467.39,PF,PF,S,2019,1,
5727,21486,2446,Previdenciário,CREDITADA,699.95,PF,PF,S,2019,1,
5728,25702,2446,Previdenciário,CREDITADA,123.89,PF,PF,S,2019,1,
5729,32071,2446,Previdenciário,CREDITADA,245.36,PF,PF,S,2019,1,
5730,10834,2446,Previdenciário,CREDITADA,261.85,PF,PF,S,2019,1,
5731,41819,624,Previdenciário,CREDITADA,322.13,PF,PF,S,2020,0,
5732,23208,624,Previdenciário,CREDITADA,295.03,PF,PF,S,2020,0,
5733,1393,624,Previdenciário,CREDITADA,211.24,PF,PF,S,2020,0,
5734,9395,624,Previdenciário,CREDITADA,229.94,PF,PF,S,2020,0,
5735,47379,624,Previdenciário,CREDITADA,357.84,PF,PF,S,2020,0,
5736,23571,624,Previdenciário,CREDITADA,451.43,PF,PF,S,2020,0,
5737,12085,624,Previdenciário,CREDITADA,287.54,PF,PF,S,2020,0,
5738,20740,624,Previdenciário,CREDITADA,174.25,PF,PF,S,2020,0,
5739,29764,624,Previdenciário,CREDITADA,328.38,PF,PF,S,2020,0,
5740,38572,624,Previdenciário,CREDITADA,170.09,PF,PF,S,2020,0,
5741,10803,624,Previdenciário,CREDITADA,227.05,PF,PF,S,2020,0,
5742,41947,624,Previdenciário,CREDITADA,170.96,PF,PF,S,2020,0,
5743,33791,624,Previdenciário,CREDITADA,254.12,PF,PF,S,2020,0,
5744,40633,624,Previdenciário,CREDITADA,350.68,PF,PF,S,2020,0,
5745,11429,624,Previdenciário,CREDITADA,417.05,PF,PF,S,2020,0,
5746,46849,624,Previdenciário,CREDITADA,323.13,PF,PF,S,2020,0,
5747,26348,624,Previdenciário,CREDITADA,25.36,PF,PF,S,2020,0,
5748,9080,624,Previdenciário,CREDITADA,196.18,PF,PF,S,2020,0,
5749,15576,624,Previdenciário,CREDITADA,155.42,PF,PF,S,2020,0,
5750,45292,624,Previdenciário,CREDITADA,227.35,PF,PF,S,2020,0,
5751,16329,624,Previdenciário,CREDITADA,372.07,PF,PF,S,2020,0,
5752,15292,624,Previdenciário,CREDITADA,223.99,PF,PF,S,2020,0,
5753,12250,624,Previdenciário,CREDITADA,481.02,PF,PF,S,2020,0,
5754,9849,1025,Previdenciário,CREDITADA,380.88,PF,PF,S,2020,0,
5755,47671,1599,Previdenciário,CREDITADA,1351.15,PF,PF,S,2020,0,
5756,21395,977,Previdenciário,CREDITADA,119.18,PF,PF,S,2020,0,
5757,48231,977,Previdenciário,CREDITADA,129.98,PF,PF,S,2020,0,
5758,1976,977,Previdenciário,CREDITADA,125.68,PF,PF,S,2020,0,
5759,45219,977,Previdenciário,CREDITADA,123.03,PF,PF,S,2020,0,
5760,7295,977,Previdenciário,CREDITADA,128.95,PF,PF,S,2020,0,
5761,9026,977,Previdenciário,CREDITADA,125.01,PF,PF,S,2020,0,
5762,33139,977,Previdenciário,CREDITADA,121.1,PF,PF,S,2020,0,
5763,22975,977,Previdenciário,CREDITADA,118.26,PF,PF,S,2020,0,
5764,38371,977,Previdenciário,CREDITADA,125.94,PF,PF,S,2020,0,
5765,12747,977,Previdenciário,CREDITADA,127.88,PF,PF,S,2020,0,
5766,29072,3195,Previdenciário,CREDITADA,702.29,PF,PF,S,2020,0,
5767,9730,3195,Previdenciário,CREDITADA,733.13,PF,PF,S,2020,0,
5768,32359,3195,Previdenciário,CREDITADA,737.44,PF,PF,S,2020,0,
5769,2961,3195,Previdenciário,CREDITADA,720.82,PF,PF,S,2020,0,
5770,40678,3195,Previdenciário,CREDITADA,732.64,PF,PF,S,2020,0,
5771,34876,3195,Previdenciário,CREDITADA,558.31,PF,PF,S,2020,0,
5772,37170,3195,Previdenciário,CREDITADA,1355.28,PF,PF,S,2020,0,
5773,2153,3195,Previdenciário,CREDITADA,677.01,PF,PF,S,2020,0,
5774,36419,3195,Previdenciário,CREDITADA,726.8,PF,PF,S,2020,0,
5775,36687,3195,Previdenciário,CREDITADA,714.89,PF,PF,S,2020,0,
5776,10950,3195,Previdenciário,CREDITADA,708.51,PF,PF,S,2020,0,
5777,11872,3195,Previdenciário,CREDITADA,1345.0,PF,PF,S,2020,0,
5778,40211,861,Previdenciário,CREDITADA,605.27,PF,PF,S,2020,0,
5779,45371,861,Previdenciário,CREDITADA,712.47,PF,PF,S,2020,0,
5780,24742,861,Previdenciário,CREDITADA,694.84,PF,PF,S,2020,0,
5781,33089,861,Previdenciário,CREDITADA,684.06,PF,PF,S,2020,0,
5782,22438,861,Previdenciário,CREDITADA,678.34,PF,PF,S,2020,0,
5783,11615,861,Previdenciário,CREDITADA,673.11,PF,PF,S,2020,0,
5784,47638,861,Previdenciário,CREDITADA,871.82,PF,PF,S,2020,0,
5785,30060,861,Previdenciário,CREDITADA,683.56,PF,PF,S,2020,0,
5786,47691,861,Previdenciário,CREDITADA,381.89,PF,PF,S,2020,0,
5787,24615,861,Previdenciário,CREDITADA,667.59,PF,PF,S,2020,0,
5788,16439,861,Previdenciário,CREDITADA,688.74,PF,PF,S,2020,0,
5789,14135,1844,Previdenciário,CREDITADA,580.57,PF,PF,S,2020,0,
5790,7275,1844,Previdenciário,CREDITADA,595.19,PF,PF,S,2020,0,
5791,14910,1844,Previdenciário,CREDITADA,600.12,PF,PF,S,2020,0,
5792,21310,1844,Previdenciário,CREDITADA,575.59,PF,PF,S,2020,0,
5793,45176,1844,Previdenciário,CREDITADA,571.84,PF,PF,S,2020,0,
5794,20078,1844,Previdenciário,CREDITADA,532.21,PF,PF,S,2020,0,
5795,33665,1844,Previdenciário,CREDITADA,33.26,PF,PF,S,2020,0,
5796,8713,1844,Previdenciário,CREDITADA,529.75,PF,PF,S,2020,0,
5797,14533,1844,Previdenciário,CREDITADA,539.66,PF,PF,S,2020,0,
5798,1066,1844,Previdenciário,CREDITADA,537.15,PF,PF,S,2020,0,
5799,23851,1844,Previdenciário,CREDITADA,547.21,PF,PF,S,2020,0,
5800,34206,1844,Previdenciário,CREDITADA,541.9,PF,PF,S,2020,0,
5801,777,1844,Previdenciário,CREDITADA,544.65,PF,PF,S,2020,0,
5802,40894,1844,Previdenciário,CREDITADA,555.99,PF,PF,S,2020,0,
5803,23192,1844,Previdenciário,CREDITADA,549.92,PF,PF,S,2020,0,
5804,14617,1844,Previdenciário,CREDITADA,552.95,PF,PF,S,2020,0,
5805,6737,1844,Previdenciário,CREDITADA,567.43,PF,PF,S,2020,0,
5806,24074,1844,Previdenciário,CREDITADA,559.79,PF,PF,S,2020,0,
5807,33634,1844,Previdenciário,CREDITADA,584.7,PF,PF,S,2020,0,
5808,44052,3802,Previdenciário,CREDITADA,826.92,PF,PF,S,2020,0,
5809,41902,3802,Previdenciário,CREDITADA,206.1,PF,PF,S,2020,0,
5810,300,3802,Previdenciário,CREDITADA,960.82,PF,PF,S,2020,0,
5811,30694,3802,Previdenciário,CREDITADA,123.99,PF,PF,S,2020,0,
5812,38038,3802,Previdenciário,CREDITADA,125.01,PF,PF,S,2020,0,
5813,31002,3802,Previdenciário,CREDITADA,275.06,PF,PF,S,2020,0,
5814,42519,3802,Previdenciário,CREDITADA,169.72,PF,PF,S,2020,0,
5815,17763,743,Previdenciário,CREDITADA,270.15,PF,PF,S,2020,0,
5816,43569,743,Previdenciário,CREDITADA,515.63,PF,PF,S,2020,0,
5817,41537,743,Previdenciário,CREDITADA,263.77,PF,PF,S,2020,0,
5818,20620,743,Previdenciário,CREDITADA,97.27,PF,PF,S,2020,0,
5819,34549,743,Previdenciário,CREDITADA,414.82,PF,PF,S,2020,0,
5820,10738,743,Previdenciário,CREDITADA,21.12,PF,PF,S,2020,0,
5821,10978,743,Previdenciário,CREDITADA,259.28,PF,PF,S,2020,0,
5822,36260,1630,Previdenciário,CREDITADA,13460.71,PF,PF,S,2020,0,
5823,24287,2851,Previdenciário,CREDITADA,225.24,PF,PF,S,2018,2,
5824,20863,2851,Previdenciário,CREDITADA,226.07,PF,PF,S,2018,2,
5825,36807,2851,Previdenciário,CREDITADA,208.69,PF,PF,S,2018,2,
5826,17895,2851,Previdenciário,CREDITADA,226.81,PF,PF,S,2018,2,
5827,7207,2851,Previdenciário,CREDITADA,224.43,PF,PF,S,2018,2,
5828,6236,2851,Previdenciário,CREDITADA,222.62,PF,PF,S,2018,2,
5829,37946,2851,Previdenciário,CREDITADA,223.6,PF,PF,S,2018,2,
5830,48282,2851,Previdenciário,CREDITADA,220.7,PF,PF,S,2018,2,
5831,29194,2851,Previdenciário,CREDITADA,219.6,PF,PF,S,2018,2,
5832,36365,2851,Previdenciário,CREDITADA,221.66,PF,PF,S,2018,2,
5833,29164,2851,Previdenciário,CREDITADA,217.55,PF,PF,S,2018,2,
5834,26695,2851,Previdenciário,CREDITADA,223.81,PF,PF,S,2018,2,
5835,6202,2851,Previdenciário,CREDITADA,221.39,PF,PF,S,2018,2,
5836,33937,2851,Previdenciário,CREDITADA,223.81,PF,PF,S,2018,2,
5837,18712,2851,Previdenciário,CREDITADA,222.55,PF,PF,S,2018,2,
5838,41836,2851,Previdenciário,CREDITADA,230.85,PF,PF,S,2018,2,
5839,41162,2851,Previdenciário,CREDITADA,227.64,PF,PF,S,2018,2,
5840,4665,2851,Previdenciário,CREDITADA,229.94,PF,PF,S,2018,2,
5841,9854,2851,Previdenciário,CREDITADA,218.62,PF,PF,S,2018,2,
5842,28672,1072,Previdenciário,CREDITADA,1357.2,PF,PF,S,2019,1,
5843,44541,3457,Previdenciário,CREDITADA,1506.09,PF,PJ,N,2016,4,
5844,17088,3457,Previdenciário,CREDITADA,69.56,PF,PJ,N,2016,4,
5845,33594,3457,Previdenciário,CREDITADA,228.6,PF,PJ,N,2018,2,
5846,33527,759,Previdenciário,CREDITADA,1389.73,PF,PF,S,2020,0,
5847,22745,1607,Previdenciário,CREDITADA,6898.39,PF,PF,S,2020,0,
5848,12131,2950,Previdenciário,CREDITADA,699.9,PF,PF,S,2018,2,
5849,40065,2576,Previdenciário,CREDITADA,108.55,PF,PF,S,2019,1,
5850,48197,2576,Previdenciário,CREDITADA,108.11,PF,PF,S,2019,1,
5851,21509,2576,Previdenciário,CREDITADA,108.97,PF,PF,S,2019,1,
5852,10416,2005,Previdenciário,CREDITADA,144.35,PF,PF,S,2019,1,
5853,4398,2249,Previdenciário,CREDITADA,142.13,PF,PF,S,2019,1,
5854,8892,2249,Previdenciário,CREDITADA,141.21,PF,PF,S,2019,1,
5855,46249,1481,Previdenciário,CREDITADA,990.43,PF,PF,S,2019,1,
5856,15527,1262,Previdenciário,CREDITADA,124.33,PF,PF,S,2019,1,
5857,12697,1262,Previdenciário,CREDITADA,123.88,PF,PF,S,2019,1,
5858,5944,284,Previdenciário,CREDITADA,129.98,PF,PF,S,2020,0,
5859,36183,284,Previdenciário,CREDITADA,128.95,PF,PF,S,2020,0,
5860,41769,657,Previdenciário,CREDITADA,14.43,PF,PF,S,2018,2,
5861,5805,657,Previdenciário,CREDITADA,14.31,PF,PF,S,2018,2,
5862,45309,657,Previdenciário,CREDITADA,14.2,PF,PF,S,2018,2,
5863,24381,657,Previdenciário,CREDITADA,15.22,PF,PF,S,2018,2,
5864,3011,657,Previdenciário,CREDITADA,15.32,PF,PF,S,2018,2,
5865,42704,657,Previdenciário,CREDITADA,15.12,PF,PF,S,2018,2,
5866,22736,657,Previdenciário,CREDITADA,14.77,PF,PF,S,2018,2,
5867,12462,657,Previdenciário,CREDITADA,14.89,PF,PF,S,2018,2,
5868,32076,657,Previdenciário,CREDITADA,14.66,PF,PF,S,2018,2,
5869,38398,657,Previdenciário,CREDITADA,14.54,PF,PF,S,2018,2,
5870,27831,239,Previdenciário,CREDITADA,448.86,PF,PF,S,2018,2,
5871,44990,239,Previdenciário,CREDITADA,450.49,PF,PF,S,2018,2,
5872,42757,1342,Previdenciário,CREDITADA,14.14,PF,PF,S,2018,2,
5873,28321,1342,Previdenciário,CREDITADA,139.45,PF,PF,S,2019,1,
5874,13709,1342,Previdenciário,CREDITADA,29.01,PF,PF,S,2018,2,
5875,33687,1342,Previdenciário,CREDITADA,1012.81,PF,PF,S,2019,1,
5876,43493,1342,Previdenciário,CREDITADA,25.99,PF,PF,S,2018,2,
5877,4469,1342,Previdenciário,CREDITADA,537.61,PF,PF,S,2019,1,
5878,44076,1342,Previdenciário,CREDITADA,516.61,PF,PF,S,2018,2,
5879,28989,1342,Previdenciário,CREDITADA,169.44,PF,PF,S,2018,2,
5880,8921,1342,Previdenciário,CREDITADA,247.41,PF,PF,S,2019,1,
5881,16121,1342,Previdenciário,CREDITADA,513.55,PF,PF,S,2018,2,
5882,40824,1342,Previdenciário,CREDITADA,507.55,PF,PF,S,2018,2,
5883,40535,1342,Previdenciário,CREDITADA,463.76,PF,PF,S,2018,2,
5884,30000,1342,Previdenciário,CREDITADA,488.97,PF,PF,S,2018,2,
5885,7711,1342,Previdenciário,CREDITADA,520.3,PF,PF,S,2018,2,
5886,22653,1342,Previdenciário,CREDITADA,460.54,PF,PF,S,2018,2,
5887,9296,1342,Previdenciário,CREDITADA,473.01,PF,PF,S,2018,2,
5888,31104,2568,Previdenciário,CREDITADA,100.41,PF,PF,S,2019,1,
5889,39534,2568,Previdenciário,CREDITADA,1120.08,PF,PF,S,2019,1,
5890,40774,2568,Previdenciário,CREDITADA,1136.08,PF,PF,S,2019,1,
5891,33480,2568,Previdenciário,CREDITADA,410.02,PF,PF,S,2019,1,
5892,13113,2568,Previdenciário,CREDITADA,292.58,PF,PF,S,2019,1,
5893,29592,2568,Previdenciário,CREDITADA,717.53,PF,PF,S,2019,1,
5894,26643,2568,Previdenciário,CREDITADA,1589.77,PF,PF,S,2019,1,
5895,22556,2568,Previdenciário,CREDITADA,1187.76,PF,PF,S,2019,1,
5896,26092,2568,Previdenciário,CREDITADA,873.14,PF,PF,S,2019,1,
5897,14250,2446,Previdenciário,CREDITADA,29.18,PF,PF,S,2019,1,
5898,6542,2446,Previdenciário,CREDITADA,138.53,PF,PF,S,2019,1,
5899,32367,3504,Previdenciário,CREDITADA,580.54,PF,PF,S,2019,1,
5900,32287,1864,Previdenciário,CREDITADA,1254.38,PF,PF,S,2019,1,
5901,45037,643,Previdenciário,CREDITADA,2012.64,PF,PF,S,2019,1,
5902,16366,774,Previdenciário,CREDITADA,115.81,PF,PF,S,2020,0,
5903,22223,2639,Previdenciário,CREDITADA,210.57,PF,PF,S,2020,0,
5904,6151,1283,Previdenciário,CREDITADA,210.57,PF,PF,S,2020,0,
5905,8954,1986,Previdenciário,CREDITADA,19687.81,PF,PF,S,2020,0,
5906,3341,3798,Previdenciário,CREDITADA,55.63,PF,PF,S,2020,0,
5907,43337,3458,Previdenciário,CREDITADA,116.33,PF,PF,S,2020,0,
5908,40116,3458,Previdenciário,CREDITADA,115.81,PF,PF,S,2020,0,
5909,16452,3458,Previdenciário,CREDITADA,115.19,PF,PF,S,2020,0,
5910,17542,3458,Previdenciário,CREDITADA,114.13,PF,PF,S,2020,0,
5911,3279,3458,Previdenciário,CREDITADA,113.19,PF,PF,S,2020,0,
5912,21711,3458,Previdenciário,CREDITADA,112.78,PF,PF,S,2020,0,
5913,48170,3458,Previdenciário,CREDITADA,114.64,PF,PF,S,2020,0,
5914,40335,3458,Previdenciário,CREDITADA,113.61,PF,PF,S,2020,0,
5915,11110,3458,Previdenciário,CREDITADA,117.49,PF,PF,S,2020,0,
5916,23602,3458,Previdenciário,CREDITADA,116.92,PF,PF,S,2020,0,
5917,39454,52,Previdenciário,CREDITADA,168.62,PF,PF,S,2020,0,
5918,20614,52,Previdenciário,CREDITADA,161.71,PF,PF,S,2020,0,
5919,20029,52,Previdenciário,CREDITADA,186.55,PF,PF,S,2020,0,
5920,14772,52,Previdenciário,CREDITADA,780.42,PF,PF,S,2020,0,
5921,24913,52,Previdenciário,CREDITADA,507.84,PF,PF,S,2020,0,
5922,12918,861,Previdenciário,CREDITADA,676.47,PF,PF,S,2020,0,
5923,15986,861,Previdenciário,CREDITADA,690.52,PF,PF,S,2020,0,
5924,38189,861,Previdenciário,CREDITADA,658.8,PF,PF,S,2020,0,
5925,39209,861,Previdenciário,CREDITADA,668.12,PF,PF,S,2020,0,
5926,8038,861,Previdenciário,CREDITADA,630.61,PF,PF,S,2020,0,
5927,3656,861,Previdenciário,CREDITADA,696.41,PF,PF,S,2020,0,
5928,38830,861,Previdenciário,CREDITADA,665.84,PF,PF,S,2020,0,
5929,9136,861,Previdenciário,CREDITADA,611.73,PF,PF,S,2020,0,
5930,42920,861,Previdenciário,CREDITADA,802.78,PF,PF,S,2020,0,
5931,11314,861,Previdenciário,CREDITADA,650.52,PF,PF,S,2020,0,
5932,37188,861,Previdenciário,CREDITADA,579.87,PF,PF,S,2020,0,
5933,29440,2496,Previdenciário,CREDITADA,666.29,PF,PF,S,2020,0,
5934,35775,2496,Previdenciário,CREDITADA,983.86,PF,PF,S,2020,0,
5935,3493,3008,Previdenciário,CREDITADA,699.95,PF,PF,S,2020,0,
5936,22243,3008,Previdenciário,CREDITADA,705.38,PF,PF,S,2020,0,
5937,1067,3008,Previdenciário,CREDITADA,598.19,PF,PF,S,2020,0,
5938,577,3008,Previdenciário,CREDITADA,581.71,PF,PF,S,2020,0,
5939,30888,3008,Previdenciário,CREDITADA,853.01,PF,PF,S,2020,0,
5940,28620,2496,Previdenciário,CREDITADA,645.48,PF,PF,S,2020,0,
5941,14097,2496,Previdenciário,CREDITADA,851.19,PF,PF,S,2020,0,
5942,1955,978,Previdenciário,CREDITADA,2628.88,PF,PF,S,2020,0,
5943,34667,978,Previdenciário,CREDITADA,1486.48,PF,PF,S,2020,0,
5944,19942,978,Previdenciário,CREDITADA,1873.04,PF,PF,S,2020,0,
5945,38246,3712,Previdenciário,CREDITADA,50.14,PF,PF,S,2020,0,
5946,1609,3712,Previdenciário,CREDITADA,26.85,PF,PF,S,2020,0,
5947,40179,3712,Previdenciário,CREDITADA,25.87,PF,PF,S,2020,0,
5948,6787,743,Previdenciário,CREDITADA,705.37,PF,PF,S,2020,0,
5949,46484,743,Previdenciário,CREDITADA,257.08,PF,PF,S,2020,0,
5950,19772,743,Previdenciário,CREDITADA,215.04,PF,PF,S,2020,0,
5951,31760,743,Previdenciário,CREDITADA,254.66,PF,PF,S,2020,0,
5952,29499,743,Previdenciário,CREDITADA,413.57,PF,PF,S,2020,0,
5953,20452,743,Previdenciário,CREDITADA,109.65,PF,PF,S,2020,0,
5954,6111,743,Previdenciário,CREDITADA,127.74,PF,PF,S,2020,0,
5955,35882,743,Previdenciário,CREDITADA,250.39,PF,PF,S,2020,0,
5956,34942,743,Previdenciário,CREDITADA,268.17,PF,PF,S,2020,0,
5957,1811,743,Previdenciário,CREDITADA,248.33,PF,PF,S,2020,0,
5958,11813,1920,Previdenciário,CREDITADA,111.33,PF,PF,S,2020,0,
5959,41721,3249,Previdenciário,CREDITADA,353.61,PF,PF,S,2020,0,
5960,14430,3249,Previdenciário,CREDITADA,352.31,PF,PF,S,2020,0,
5961,47106,3249,Previdenciário,CREDITADA,262.21,PF,PF,S,2020,0,
5962,11383,3249,Previdenciário,CREDITADA,241.5,PF,PF,S,2020,0,
5963,22057,3249,Previdenciário,CREDITADA,268.88,PF,PF,S,2020,0,
5964,21909,3249,Previdenciário,CREDITADA,277.03,PF,PF,S,2020,0,
5965,16720,3249,Previdenciário,CREDITADA,275.8,PF,PF,S,2020,0,
5966,8645,3249,Previdenciário,CREDITADA,388.92,PF,PF,S,2020,0,
5967,41848,3249,Previdenciário,CREDITADA,360.36,PF,PF,S,2020,0,
5968,14997,3249,Previdenciário,CREDITADA,355.25,PF,PF,S,2020,0,
5969,47502,2693,Previdenciário,CREDITADA,104.63,PF,PF,S,2020,0,
5970,20126,2693,Previdenciário,CREDITADA,102.83,PF,PF,S,2020,0,
5971,15369,2693,Previdenciário,CREDITADA,107.26,PF,PF,S,2020,0,
5972,35289,2693,Previdenciário,CREDITADA,103.71,PF,PF,S,2020,0,
5973,16333,2693,Previdenciário,CREDITADA,105.51,PF,PF,S,2020,0,
5974,22902,2576,Previdenciário,CREDITADA,109.35,PF,PF,S,2019,1,
5975,25583,2576,Previdenciário,CREDITADA,126.46,PF,PF,S,2019,1,
5976,2325,2576,Previdenciário,CREDITADA,125.2,PF,PF,S,2019,1,
5977,40865,2576,Previdenciário,CREDITADA,125.85,PF,PF,S,2019,1,
5978,31201,649,Previdenciário,CREDITADA,303.99,PF,PF,S,2020,0,
5979,32960,2950,Previdenciário,CREDITADA,697.32,PF,PF,S,2018,2,
5980,37994,2933,Previdenciário,CREDITADA,744.6,PF,PF,S,2019,1,
5981,39115,2933,Previdenciário,CREDITADA,759.93,PF,PF,S,2019,1,
5982,42094,2933,Previdenciário,CREDITADA,751.1,PF,PF,S,2019,1,
5983,35872,2933,Previdenciário,CREDITADA,754.39,PF,PF,S,2019,1,
5984,10435,2933,Previdenciário,CREDITADA,730.1,PF,PF,S,2019,1,
5985,46046,2933,Previdenciário,CREDITADA,757.18,PF,PF,S,2019,1,
5986,16912,2933,Previdenciário,CREDITADA,733.99,PF,PF,S,2019,1,
5987,26263,371,Previdenciário,CREDITADA,705.38,PF,PF,S,2018,2,
5988,829,371,Previdenciário,CREDITADA,718.52,PF,PF,S,2018,2,
5989,17862,371,Previdenciário,CREDITADA,729.4,PF,PF,S,2018,2,
5990,28744,371,Previdenciário,CREDITADA,725.79,PF,PF,S,2018,2,
5991,42708,371,Previdenciário,CREDITADA,754.99,PF,PF,S,2018,2,
5992,32721,371,Previdenciário,CREDITADA,722.27,PF,PF,S,2018,2,
5993,4632,371,Previdenciário,CREDITADA,751.03,PF,PF,S,2018,2,
5994,18314,2138,Previdenciário,CREDITADA,1029.51,PF,PF,S,2020,0,
5995,23401,1256,Previdenciário,CREDITADA,212.69,PF,PF,S,2018,2,
5996,45303,965,Previdenciário,CREDITADA,234.46,PF,PF,S,2019,1,
5997,44286,2126,Previdenciário,CREDITADA,116.36,PF,PF,S,2019,1,
5998,37020,2126,Previdenciário,CREDITADA,115.56,PF,PF,S,2019,1,
